"variable" "activity" "subject" "avg_mean" "avg_std"
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 4 -0.22327604 -0.42047835
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 5 -0.06415387 -0.2824784
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 6 -0.15480305 -0.12008173
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 7 -0.12568682 0.14460806
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 8 -0.10263026 0.030553231
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 9 -0.13982094 0.19481982
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 10 -0.1843334 -0.29245207
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 11 -0.10811381 -0.32850205
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 12 -0.10054788 -0.5344984
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 13 -0.09335413 -0.18798586
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 14 -0.11714159 0.70441341
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 15 -0.13591789 -0.31613072
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 16 -0.16478914 0.26063944
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 17 -0.095366235 -0.39243668
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 18 -0.10383519 -0.51381638
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 19 -7.1944778e-05 0.14924625
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 20 -0.093664961 -0.2757637
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 21 -0.11115184 -0.093804201
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 22 -0.061719408 -0.32026023
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 23 -0.10976532 0.25741962
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 24 -0.14146964 -0.25188941
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 25 -0.012344406 -0.34993302
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 26 -0.13639065 -0.34477175
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 27 -0.14586958 -0.19020006
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 28 -0.11112863 -0.49768472
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 29 -0.059763702 -0.21873416
"tBodyAcc-Z" "WALKING_DOWNSTAIRS" 30 0.044597926 -0.35073283
"tBodyAcc-Z" "WALKING_UPSTAIRS" 1 -0.11179085 -0.051609335
"tBodyAcc-Z" "WALKING_UPSTAIRS" 2 -0.059524406 -0.33775479
"tBodyAcc-Z" "WALKING_UPSTAIRS" 3 -0.13942684 -0.31288174
"tBodyAcc-Z" "WALKING_UPSTAIRS" 4 -0.13163478 -0.41948161
"tBodyAcc-Z" "WALKING_UPSTAIRS" 5 -0.14191263 -0.29512425
"tBodyAcc-Z" "WALKING_UPSTAIRS" 6 -0.1955771 -0.29626504
"tBodyAcc-Z" "WALKING_UPSTAIRS" 7 -0.0774314 -0.18094457
"tBodyAcc-Z" "WALKING_UPSTAIRS" 8 -0.12653131 0.026062578
"tBodyAcc-Z" "WALKING_UPSTAIRS" 9 -0.062515275 -0.083797974
"tBodyAcc-Z" "WALKING_UPSTAIRS" 10 -0.024569782 -0.30976282
"tBodyAcc-Z" "WALKING_UPSTAIRS" 11 -0.10549025 -0.33141495
"tBodyAcc-Z" "WALKING_UPSTAIRS" 12 -0.11157774 -0.44572749
"tBodyAcc-Z" "WALKING_UPSTAIRS" 13 -0.14956016 0.062594298
"tBodyAcc-Z" "WALKING_UPSTAIRS" 14 -0.074786264 0.51207882
"tBodyAcc-Z" "WALKING_UPSTAIRS" 15 -0.088594017 -0.48829504
"tBodyAcc-Z" "WALKING_UPSTAIRS" 16 -0.31975079 -0.15392772
"tBodyAcc-Z" "WALKING_UPSTAIRS" 17 -0.10894323 -0.39748216
"tBodyAcc-Z" "WALKING_UPSTAIRS" 18 -0.043355047 -0.33863973
"tBodyAcc-Z" "WALKING_UPSTAIRS" 19 -0.22428755 0.028704372
"tBodyAcc-Z" "WALKING_UPSTAIRS" 20 -0.084054285 -0.2910633
"tBodyAcc-Z" "WALKING_UPSTAIRS" 21 -0.0472454 -0.22515831
"tBodyAcc-Z" "WALKING_UPSTAIRS" 22 -0.22419144 -0.15020639
"tBodyAcc-Z" "WALKING_UPSTAIRS" 23 -0.14248768 0.099629738
"tBodyAcc-Z" "WALKING_UPSTAIRS" 24 -0.13701846 -0.16433879
"tBodyAcc-Z" "WALKING_UPSTAIRS" 25 -0.20806807 -0.2553239
"tBodyAcc-Z" "WALKING_UPSTAIRS" 26 -0.13809706 -0.41050122
"tBodyAcc-Z" "WALKING_UPSTAIRS" 27 -0.12204767 -0.19023484
"tBodyAcc-Z" "WALKING_UPSTAIRS" 28 -0.1735123 -0.2114954
"tBodyAcc-Z" "WALKING_UPSTAIRS" 29 -0.11829295 -0.044523584
"tBodyAcc-Z" "WALKING_UPSTAIRS" 30 -0.20386717 0.17740393
"tBodyAccJerk-X" "LAYING" 1 0.088185566 -0.96555551
"tBodyAccJerk-X" "LAYING" 2 0.059172424 -0.98741145
"tBodyAccJerk-X" "LAYING" 3 0.073411332 -0.99032658
"tBodyAccJerk-X" "LAYING" 4 0.079689839 -0.99526861
"tBodyAccJerk-X" "LAYING" 5 0.081145916 -0.99095201
"tBodyAccJerk-X" "LAYING" 6 0.074729018 -0.98365944
"tBodyAccJerk-X" "LAYING" 7 0.15359754 -0.95231912
"tBodyAccJerk-X" "LAYING" 8 0.064598773 -0.99210797
"tBodyAccJerk-X" "LAYING" 9 0.099052493 -0.97044178
"tBodyAccJerk-X" "LAYING" 10 0.068620335 -0.99296936
"tBodyAccJerk-X" "LAYING" 11 0.072427647 -0.99287169
"tBodyAccJerk-X" "LAYING" 12 0.071825038 -0.98326352
"tBodyAccJerk-X" "LAYING" 13 0.086694334 -0.99081344
"tBodyAccJerk-X" "LAYING" 14 0.41202733 -0.80029758
"tBodyAccJerk-X" "LAYING" 15 0.07104917 -0.98667638
"tBodyAccJerk-X" "LAYING" 16 0.10191739 -0.98693979
"tBodyAccJerk-X" "LAYING" 17 0.071548757 -0.99124809
"tBodyAccJerk-X" "LAYING" 18 0.084112037 -0.99017258
"tBodyAccJerk-X" "LAYING" 19 0.080968164 -0.97927988
"tBodyAccJerk-X" "LAYING" 20 0.077625578 -0.99422355
"tBodyAccJerk-X" "LAYING" 21 0.074249828 -0.98445155
"tBodyAccJerk-X" "LAYING" 22 0.074793412 -0.99265225
"tBodyAccJerk-X" "LAYING" 23 0.069967299 -0.98827221
"tBodyAccJerk-X" "LAYING" 24 0.083286353 -0.99054191
"tBodyAccJerk-X" "LAYING" 25 0.067756538 -0.99105894
"tBodyAccJerk-X" "LAYING" 26 0.086072656 -0.99100605
"tBodyAccJerk-X" "LAYING" 27 0.072759423 -0.98997791
"tBodyAccJerk-X" "LAYING" 28 0.063186746 -0.98986017
"tBodyAccJerk-X" "LAYING" 29 0.079635267 -0.99470849
"tBodyAccJerk-X" "LAYING" 30 0.063165564 -0.99241518
"tBodyAccJerk-X" "SITTING" 1 0.075714311 -0.99554967
"tBodyAccJerk-X" "SITTING" 2 0.08332013 -0.99171019
"tBodyAccJerk-X" "SITTING" 3 0.064553833 -0.99140236
"tBodyAccJerk-X" "SITTING" 4 0.077559817 -0.97991228
"tBodyAccJerk-X" "SITTING" 5 0.080707166 -0.98547529
"tBodyAccJerk-X" "SITTING" 6 0.086636538 -0.96882452
"tBodyAccJerk-X" "SITTING" 7 0.077895297 -0.99366177
"tBodyAccJerk-X" "SITTING" 8 0.080897497 -0.90212968
"tBodyAccJerk-X" "SITTING" 9 0.038879063 -0.97390414
"tBodyAccJerk-X" "SITTING" 10 0.077944744 -0.996235
"tBodyAccJerk-X" "SITTING" 11 0.073435165 -0.9654125
"tBodyAccJerk-X" "SITTING" 12 0.075735002 -0.9910192
"tBodyAccJerk-X" "SITTING" 13 0.073081059 -0.99510871
"tBodyAccJerk-X" "SITTING" 14 0.077384573 -0.99504102
"tBodyAccJerk-X" "SITTING" 15 0.079818931 -0.98180761
"tBodyAccJerk-X" "SITTING" 16 0.075830639 -0.98903581
"tBodyAccJerk-X" "SITTING" 17 0.076261741 -0.9976288
"tBodyAccJerk-X" "SITTING" 18 0.071014802 -0.99542081
"tBodyAccJerk-X" "SITTING" 19 0.07743169 -0.99583255
"tBodyAccJerk-X" "SITTING" 20 0.080543285 -0.98596867
"tBodyAccJerk-X" "SITTING" 21 0.080784001 -0.98951309
"tBodyAccJerk-X" "SITTING" 22 0.083320886 -0.99510835
"tBodyAccJerk-X" "SITTING" 23 0.074520092 -0.988698
"tBodyAccJerk-X" "SITTING" 24 0.071303382 -0.99161724
"tBodyAccJerk-X" "SITTING" 25 0.068753392 -0.95836887
"tBodyAccJerk-X" "SITTING" 26 0.092381824 -0.98859435
"tBodyAccJerk-X" "SITTING" 27 0.07116551 -0.99594667
"tBodyAccJerk-X" "SITTING" 28 0.12307306 -0.93735831
"tBodyAccJerk-X" "SITTING" 29 0.079555959 -0.99144268
"tBodyAccJerk-X" "SITTING" 30 0.07486032 -0.99393729
"tBodyAccJerk-X" "STANDING" 1 0.077631547 -0.98849621
"tBodyAccJerk-X" "STANDING" 2 0.062294209 -0.99128161
"tBodyAccJerk-X" "STANDING" 3 0.015694196 -0.97589727
"tBodyAccJerk-X" "STANDING" 4 0.083456512 -0.99348847
"tBodyAccJerk-X" "STANDING" 5 0.073751093 -0.97910494
"tBodyAccJerk-X" "STANDING" 6 0.034267521 -0.97353595
"tBodyAccJerk-X" "STANDING" 7 0.075716902 -0.98061438
"tBodyAccJerk-X" "STANDING" 8 0.076928038 -0.99750792
"tBodyAccJerk-X" "STANDING" 9 0.087309744 -0.97902778
"tBodyAccJerk-X" "STANDING" 10 0.073588267 -0.94790634
"tBodyAccJerk-X" "STANDING" 11 0.078792789 -0.99107671
"tBodyAccJerk-X" "STANDING" 12 0.092183786 -0.93364729
"tBodyAccJerk-X" "STANDING" 13 0.079110726 -0.97990587
"tBodyAccJerk-X" "STANDING" 14 0.072652455 -0.99221199
"tBodyAccJerk-X" "STANDING" 15 0.072232169 -0.99251236
"tBodyAccJerk-X" "STANDING" 16 0.074887592 -0.99655937
"tBodyAccJerk-X" "STANDING" 17 0.078784814 -0.99585919
"tBodyAccJerk-X" "STANDING" 18 0.077946103 -0.97826954
"tBodyAccJerk-X" "STANDING" 19 0.074559695 -0.99348301
"tBodyAccJerk-X" "STANDING" 20 0.077158513 -0.97268524
"tBodyAccJerk-X" "STANDING" 21 0.076416284 -0.94335749
"tBodyAccJerk-X" "STANDING" 22 0.079494435 -0.9780686
"tBodyAccJerk-X" "STANDING" 23 0.062995899 -0.98558679
"tBodyAccJerk-X" "STANDING" 24 0.08061252 -0.99200049
"tBodyAccJerk-X" "STANDING" 25 0.075461977 -0.9930446
"tBodyAccJerk-X" "STANDING" 26 0.068347554 -0.9708771
"tBodyAccJerk-X" "STANDING" 27 0.071312443 -0.991344
"tBodyAccJerk-X" "STANDING" 28 0.078122151 -0.97006395
"tBodyAccJerk-X" "STANDING" 29 0.074689255 -0.99460961
"tBodyAccJerk-X" "STANDING" 30 0.07382598 -0.9828296
"tBodyAccJerk-X" "WALKING" 1 0.15069881 -0.32914155
"tBodyAccJerk-X" "WALKING" 2 0.1098415 -0.25739068
"tBodyAccJerk-X" "WALKING" 3 -0.0086128585 -0.28134744
"tBodyAccJerk-X" "WALKING" 4 0.084452375 -0.32339892
"tBodyAccJerk-X" "WALKING" 5 -0.19647522 -0.36640041
"tBodyAccJerk-X" "WALKING" 6 -0.19003969 -0.08373828
"tBodyAccJerk-X" "WALKING" 7 0.3575094 -0.45082428
"tBodyAccJerk-X" "WALKING" 8 0.23069852 -0.36539001
"tBodyAccJerk-X" "WALKING" 9 -0.10332754 -0.059757805
"tBodyAccJerk-X" "WALKING" 10 -0.3169969 0.0089034236
"tBodyAccJerk-X" "WALKING" 11 0.44636691 -0.55535837
"tBodyAccJerk-X" "WALKING" 12 -0.33434109 -0.15590986
"tBodyAccJerk-X" "WALKING" 13 0.042012511 -0.033981213
"tBodyAccJerk-X" "WALKING" 14 -0.23494318 -0.45709386
"tBodyAccJerk-X" "WALKING" 15 0.18554328 -0.42310784
"tBodyAccJerk-X" "WALKING" 16 -0.061453165 -0.41967957
"tBodyAccJerk-X" "WALKING" 17 0.14842352 -0.4034014
"tBodyAccJerk-X" "WALKING" 18 -0.21802939 -0.51901103
"tBodyAccJerk-X" "WALKING" 19 0.26398945 0.43725257
"tBodyAccJerk-X" "WALKING" 20 -0.23765052 -0.074994871
"tBodyAccJerk-X" "WALKING" 21 0.10044381 0.14577875
"tBodyAccJerk-X" "WALKING" 22 -0.03369038 0.13125674
"tBodyAccJerk-X" "WALKING" 23 -0.1239002 -0.16028605
"tBodyAccJerk-X" "WALKING" 24 0.082296827 -0.55225188
"tBodyAccJerk-X" "WALKING" 25 0.16313063 -0.59980622
"tBodyAccJerk-X" "WALKING" 26 0.22960361 -0.35467782
"tBodyAccJerk-X" "WALKING" 27 0.36743057 -0.33881956
"tBodyAccJerk-X" "WALKING" 28 0.023418046 -0.44313494
"tBodyAccJerk-X" "WALKING" 29 0.62804113 -0.23673905
"tBodyAccJerk-X" "WALKING" 30 0.18090665 -0.4014104
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 1 0.15244736 0.055789701
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 2 0.074300402 -0.16700288
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 3 0.54098219 -0.14453871
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 4 -0.22672216 0.096942769
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 5 0.22425388 -0.16431599
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 6 0.36993114 0.27597869
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 7 0.1361786 0.13181813
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 8 0.3564905 0.16463849
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 9 -0.1083439 0.16876027
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 10 -0.23978387 0.079985585
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 11 0.83140938 -0.14816941
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 12 0.04135788 0.12757445
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 13 0.081576425 -0.14216348
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 14 -0.18311897 0.0190016
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 15 0.0086050861 0.12950332
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 16 -0.45495299 0.055630903
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 17 0.15332447 -0.20164651
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 18 0.034911896 -0.38471389
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 19 0.069810537 0.62895773
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 20 0.11777335 -0.20551838
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 21 0.71436704 0.0085592587
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 22 0.52103413 0.083748976
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 23 0.20936692 0.34372386
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 24 0.28844275 -0.42393201
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 25 -0.011614442 -0.59071306
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 26 0.16217338 -0.21475603
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 27 -0.29674824 -0.050284942
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 28 -0.285483 0.035437834
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 29 -0.0026219137 0.074541943
"tBodyAccJerk-X" "WALKING_DOWNSTAIRS" 30 -0.31680356 -0.46595368
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 1 -0.42513808 -0.38084148
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 2 0.2335703 -0.15975995
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 3 0.071830348 -0.5411831
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 4 -0.26141835 -0.29151075
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 5 0.43017908 -0.34908049
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 6 0.42256037 -0.04249755
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 7 0.077669649 -0.49618991
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 8 -0.30393796 0.05897403
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 9 0.080144321 -0.25592765
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 10 -0.36951084 -0.12106957
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 11 0.0084560578 -0.47022684
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 12 0.1888734 -0.38948276
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 13 -0.077156414 -0.34204205
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 14 0.16730449 -0.49815238
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 15 0.22547987 -0.1779271
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 16 0.028320175 -0.46707306
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 17 -0.31838225 -0.27041316
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 18 0.18241369 -0.62397242
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 19 -0.050421405 -0.22190458
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 20 0.19466839 -0.15426371
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 21 0.27723675 -0.34682057
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 22 -0.070407743 -0.087609425
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 23 -0.1107183 -0.3917713
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 24 0.22380428 -0.47907681
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 25 0.030269466 -0.65669607
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 26 0.027050306 -0.29277556
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 27 0.10781163 -0.45811275
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 28 0.071111331 -0.31099977
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 29 0.14209197 -0.24016098
"tBodyAccJerk-X" "WALKING_UPSTAIRS" 30 0.075051765 -0.32054417
"tBodyAccJerk-Y" "LAYING" 1 0.0011180361 -0.98450439
"tBodyAccJerk-Y" "LAYING" 2 0.020983328 -0.98856702
"tBodyAccJerk-Y" "LAYING" 3 0.0095206648 -0.97053595
"tBodyAccJerk-Y" "LAYING" 4 0.0043411697 -0.98015112
"tBodyAccJerk-Y" "LAYING" 5 0.012831112 -0.97485339
"tBodyAccJerk-Y" "LAYING" 6 0.0063918482 -0.97841088
"tBodyAccJerk-Y" "LAYING" 7 0.11188572 -0.95734048
"tBodyAccJerk-Y" "LAYING" 8 -0.015849132 -0.99161785
"tBodyAccJerk-Y" "LAYING" 9 0.010138982 -0.97560325
"tBodyAccJerk-Y" "LAYING" 10 0.0044059827 -0.99215936
"tBodyAccJerk-Y" "LAYING" 11 0.012939324 -0.98628958
"tBodyAccJerk-Y" "LAYING" 12 0.012652495 -0.98178841
"tBodyAccJerk-Y" "LAYING" 13 0.01866933 -0.99177646
"tBodyAccJerk-Y" "LAYING" 14 -0.37721649 -0.84275332
"tBodyAccJerk-Y" "LAYING" 15 0.021879237 -0.97508724
"tBodyAccJerk-Y" "LAYING" 16 0.005312569 -0.98336038
"tBodyAccJerk-Y" "LAYING" 17 0.0074457285 -0.99526799
"tBodyAccJerk-Y" "LAYING" 18 0.0040190863 -0.98518988
"tBodyAccJerk-Y" "LAYING" 19 0.011385067 -0.97445356
"tBodyAccJerk-Y" "LAYING" 20 0.019347081 -0.98995815
"tBodyAccJerk-Y" "LAYING" 21 0.0043038646 -0.9643044
"tBodyAccJerk-Y" "LAYING" 22 0.018963514 -0.98680325
"tBodyAccJerk-Y" "LAYING" 23 0.01990084 -0.98999894
"tBodyAccJerk-Y" "LAYING" 24 0.010076439 -0.97421653
"tBodyAccJerk-Y" "LAYING" 25 0.019699767 -0.97665132
"tBodyAccJerk-Y" "LAYING" 26 0.017034797 -0.9885496
"tBodyAccJerk-Y" "LAYING" 27 0.018922276 -0.9869503
"tBodyAccJerk-Y" "LAYING" 28 0.017778233 -0.99186832
"tBodyAccJerk-Y" "LAYING" 29 0.0067815953 -0.99239994
"tBodyAccJerk-Y" "LAYING" 30 0.00054276628 -0.97533936
"tBodyAccJerk-Y" "SITTING" 1 0.01259557 -0.98674959
"tBodyAccJerk-Y" "SITTING" 2 0.00088605569 -0.98302033
"tBodyAccJerk-Y" "SITTING" 3 0.049709731 -0.9856245
"tBodyAccJerk-Y" "SITTING" 4 -0.031147831 -0.96790833
"tBodyAccJerk-Y" "SITTING" 5 0.0021998952 -0.97825097
"tBodyAccJerk-Y" "SITTING" 6 0.014257315 -0.95647721
"tBodyAccJerk-Y" "SITTING" 7 0.010004161 -0.99318828
"tBodyAccJerk-Y" "SITTING" 8 -0.0053948914 -0.9326845
"tBodyAccJerk-Y" "SITTING" 9 0.1850899 -0.95651738
"tBodyAccJerk-Y" "SITTING" 10 0.0025215463 -0.99424855
"tBodyAccJerk-Y" "SITTING" 11 0.04691519 -0.90699991
"tBodyAccJerk-Y" "SITTING" 12 0.019984916 -0.97317031
"tBodyAccJerk-Y" "SITTING" 13 0.021547787 -0.98643724
"tBodyAccJerk-Y" "SITTING" 14 0.015295672 -0.98702572
"tBodyAccJerk-Y" "SITTING" 15 0.012515118 -0.97891637
"tBodyAccJerk-Y" "SITTING" 16 0.0060654852 -0.98766424
"tBodyAccJerk-Y" "SITTING" 17 0.0098332504 -0.98863627
"tBodyAccJerk-Y" "SITTING" 18 0.0088869414 -0.99179236
"tBodyAccJerk-Y" "SITTING" 19 0.012253133 -0.99252338
"tBodyAccJerk-Y" "SITTING" 20 -0.0083855166 -0.98292929
"tBodyAccJerk-Y" "SITTING" 21 0.011855881 -0.98841835
"tBodyAccJerk-Y" "SITTING" 22 0.0029834634 -0.98269306
"tBodyAccJerk-Y" "SITTING" 23 0.050144751 -0.97906543
"tBodyAccJerk-Y" "SITTING" 24 0.0088999803 -0.98318895
"tBodyAccJerk-Y" "SITTING" 25 -0.44161798 -0.90599461
"tBodyAccJerk-Y" "SITTING" 26 -0.07068692 -0.97300659
"tBodyAccJerk-Y" "SITTING" 27 0.016989617 -0.99319346
"tBodyAccJerk-Y" "SITTING" 28 0.04105004 -0.91474279
"tBodyAccJerk-Y" "SITTING" 29 -0.11945585 -0.97324453
"tBodyAccJerk-Y" "SITTING" 30 0.010592856 -0.98741551
"tBodyAccJerk-Y" "STANDING" 1 0.024990621 -0.98672977
"tBodyAccJerk-Y" "STANDING" 2 0.011576134 -0.98464147
"tBodyAccJerk-Y" "STANDING" 3 0.13742707 -0.94142541
"tBodyAccJerk-Y" "STANDING" 4 0.042397957 -0.97222558
"tBodyAccJerk-Y" "STANDING" 5 0.09218316 -0.93817182
"tBodyAccJerk-Y" "STANDING" 6 -0.016945112 -0.9723268
"tBodyAccJerk-Y" "STANDING" 7 0.011066138 -0.96192814
"tBodyAccJerk-Y" "STANDING" 8 0.00051905703 -0.97632945
"tBodyAccJerk-Y" "STANDING" 9 -0.036137439 -0.97219506
"tBodyAccJerk-Y" "STANDING" 10 0.029060586 -0.90475967
"tBodyAccJerk-Y" "STANDING" 11 0.0080323489 -0.96065476
"tBodyAccJerk-Y" "STANDING" 12 -0.0081489539 -0.89177575
"tBodyAccJerk-Y" "STANDING" 13 0.026140251 -0.93815998
"tBodyAccJerk-Y" "STANDING" 14 0.0063610929 -0.98551072
"tBodyAccJerk-Y" "STANDING" 15 0.014198315 -0.9637896
"tBodyAccJerk-Y" "STANDING" 16 0.0083191204 -0.99161236
"tBodyAccJerk-Y" "STANDING" 17 0.02115309 -0.99404698
"tBodyAccJerk-Y" "STANDING" 18 -0.0058774711 -0.95902023
"tBodyAccJerk-Y" "STANDING" 19 0.011153494 -0.9881546
"tBodyAccJerk-Y" "STANDING" 20 0.010423912 -0.93332769
"tBodyAccJerk-Y" "STANDING" 21 0.024373662 -0.88970055
"tBodyAccJerk-Y" "STANDING" 22 -0.0069613708 -0.94758562
"tBodyAccJerk-Y" "STANDING" 23 0.010075235 -0.97007232
"tBodyAccJerk-Y" "STANDING" 24 0.014984755 -0.98198171
"tBodyAccJerk-Y" "STANDING" 25 -0.0059255052 -0.98541369
"tBodyAccJerk-Y" "STANDING" 26 0.039589039 -0.96680596
"tBodyAccJerk-Y" "STANDING" 27 0.010560554 -0.98886584
"tBodyAccJerk-Y" "STANDING" 28 0.09730865 -0.94505103
"tBodyAccJerk-Y" "STANDING" 29 0.019191139 -0.97777384
"tBodyAccJerk-Y" "STANDING" 30 -0.07359569 -0.93572932
"tBodyAccJerk-Y" "WALKING" 1 0.048275433 -0.12424156
"tBodyAccJerk-Y" "WALKING" 2 0.24202474 -0.097353346
"tBodyAccJerk-Y" "WALKING" 3 -0.053517092 -0.012069717
"tBodyAccJerk-Y" "WALKING" 4 0.096895381 -0.0076590694
"tBodyAccJerk-Y" "WALKING" 5 -0.49845221 0.10413659
"tBodyAccJerk-Y" "WALKING" 6 -0.25099398 -0.11102387
"tBodyAccJerk-Y" "WALKING" 7 0.10734818 -0.26586048
"tBodyAccJerk-Y" "WALKING" 8 -0.4103744 0.26583345
"tBodyAccJerk-Y" "WALKING" 9 0.02893141 -0.29899531
"tBodyAccJerk-Y" "WALKING" 10 0.1310285 0.29619283
"tBodyAccJerk-Y" "WALKING" 11 0.034612962 -0.24988387
"tBodyAccJerk-Y" "WALKING" 12 -0.032731083 -0.21151664
"tBodyAccJerk-Y" "WALKING" 13 0.31003262 0.11073131
"tBodyAccJerk-Y" "WALKING" 14 -0.11608694 -0.37305738
"tBodyAccJerk-Y" "WALKING" 15 0.24000905 -0.10400708
"tBodyAccJerk-Y" "WALKING" 16 -0.0057785332 -0.49047181
"tBodyAccJerk-Y" "WALKING" 17 0.09213093 0.032277335
"tBodyAccJerk-Y" "WALKING" 18 0.11780758 -0.34268499
"tBodyAccJerk-Y" "WALKING" 19 0.22018862 0.20609453
"tBodyAccJerk-Y" "WALKING" 20 0.11494272 0.38017505
"tBodyAccJerk-Y" "WALKING" 21 -0.12609815 -0.087637126
"tBodyAccJerk-Y" "WALKING" 22 0.35025003 -0.010995922
"tBodyAccJerk-Y" "WALKING" 23 0.024808428 -0.092498469
"tBodyAccJerk-Y" "WALKING" 24 -0.021351545 -0.37567926
"tBodyAccJerk-Y" "WALKING" 25 -0.22336973 -0.36985007
"tBodyAccJerk-Y" "WALKING" 26 -0.10693995 -0.39573964
"tBodyAccJerk-Y" "WALKING" 27 -0.21775347 -0.065600098
"tBodyAccJerk-Y" "WALKING" 28 0.22481753 -0.37651208
"tBodyAccJerk-Y" "WALKING" 29 -0.16977262 0.057624999
"tBodyAccJerk-Y" "WALKING" 30 -0.068550936 -0.42123202
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 1 -0.096790436 -0.12235991
"tBodyAccJerk-Y" "WALKING_DOWNSTAIRS" 2 -0.066104089 -0.0091622896
